Count,pickup_location,Day,Hour
3,POINT (-87.6178596758 41.8129489392),15,8
3,POINT (-87.6178596758 41.8129489392),15,9
6,POINT (-87.6178596758 41.8129489392),15,10
1,POINT (-87.6178596758 41.8129489392),15,11
5,POINT (-87.6178596758 41.8129489392),15,12
3,POINT (-87.6178596758 41.8129489392),15,13
2,POINT (-87.6178596758 41.8129489392),15,14
2,POINT (-87.6178596758 41.8129489392),15,15
2,POINT (-87.6178596758 41.8129489392),15,16
3,POINT (-87.6178596758 41.8129489392),15,17
1,POINT (-87.6178596758 41.8129489392),15,18
1,POINT (-87.6178596758 41.8129489392),15,21
1,POINT (-87.6178596758 41.8129489392),15,23
1,POINT (-87.6178596758 41.8129489392),16,0
1,POINT (-87.6178596758 41.8129489392),16,2
1,POINT (-87.6178596758 41.8129489392),16,4
1,POINT (-87.6178596758 41.8129489392),16,5
2,POINT (-87.6178596758 41.8129489392),16,6
1,POINT (-87.6178596758 41.8129489392),16,7
4,POINT (-87.6178596758 41.8129489392),16,8
2,POINT (-87.6178596758 41.8129489392),16,10
5,POINT (-87.6178596758 41.8129489392),16,11
2,POINT (-87.6178596758 41.8129489392),16,12
4,POINT (-87.6178596758 41.8129489392),16,13
2,POINT (-87.6178596758 41.8129489392),16,15
3,POINT (-87.6178596758 41.8129489392),16,16
1,POINT (-87.6178596758 41.8129489392),16,17
3,POINT (-87.6178596758 41.8129489392),16,18
1,POINT (-87.6178596758 41.8129489392),16,22
1,POINT (-87.6178596758 41.8129489392),17,2
2,POINT (-87.6178596758 41.8129489392),17,4
2,POINT (-87.6178596758 41.8129489392),17,5
1,POINT (-87.6178596758 41.8129489392),17,6
3,POINT (-87.6178596758 41.8129489392),17,8
6,POINT (-87.6178596758 41.8129489392),17,9
1,POINT (-87.6178596758 41.8129489392),17,10
3,POINT (-87.6178596758 41.8129489392),17,11
2,POINT (-87.6178596758 41.8129489392),17,12
1,POINT (-87.6178596758 41.8129489392),17,13
3,POINT (-87.6178596758 41.8129489392),17,14
3,POINT (-87.6178596758 41.8129489392),17,15
4,POINT (-87.6178596758 41.8129489392),17,18
1,POINT (-87.6178596758 41.8129489392),17,19
1,POINT (-87.6178596758 41.8129489392),17,20
2,POINT (-87.6178596758 41.8129489392),17,21
1,POINT (-87.6178596758 41.8129489392),17,23
1,POINT (-87.6179313803 41.7923572233),11,7
1,POINT (-87.6179313803 41.7923572233),11,9
1,POINT (-87.6179313803 41.7923572233),11,11
1,POINT (-87.6179313803 41.7923572233),11,12
1,POINT (-87.6179313803 41.7923572233),11,13
1,POINT (-87.6179313803 41.7923572233),11,18
1,POINT (-87.6179313803 41.7923572233),11,23
3,POINT (-87.6179313803 41.7923572233),12,8
1,POINT (-87.6179313803 41.7923572233),12,9
1,POINT (-87.6179313803 41.7923572233),12,10
1,POINT (-87.6179313803 41.7923572233),12,14
1,POINT (-87.6179313803 41.7923572233),12,16
2,POINT (-87.6179313803 41.7923572233),12,17
1,POINT (-87.6179313803 41.7923572233),12,18
1,POINT (-87.6179313803 41.7923572233),12,19
1,POINT (-87.6179313803 41.7923572233),12,23
1,POINT (-87.6179313803 41.7923572233),13,0
1,POINT (-87.6179313803 41.7923572233),13,5
1,POINT (-87.6179313803 41.7923572233),13,6
1,POINT (-87.6179313803 41.7923572233),13,8
3,POINT (-87.6179313803 41.7923572233),13,9
2,POINT (-87.6179313803 41.7923572233),13,10
2,POINT (-87.6179313803 41.7923572233),13,11
2,POINT (-87.6179313803 41.7923572233),13,12
1,POINT (-87.6179313803 41.7923572233),13,13
1,POINT (-87.6179313803 41.7923572233),13,14
1,POINT (-87.6179313803 41.7923572233),13,15
2,POINT (-87.6179313803 41.7923572233),13,16
2,POINT (-87.6179313803 41.7923572233),13,17
1,POINT (-87.6179313803 41.7923572233),13,18
1,POINT (-87.6179313803 41.7923572233),14,2
4,POINT (-87.6179313803 41.7923572233),14,8
1,POINT (-87.6179313803 41.7923572233),14,9
1,POINT (-87.6179313803 41.7923572233),14,11
2,POINT (-87.6179313803 41.7923572233),14,13
1,POINT (-87.6179313803 41.7923572233),14,14
1,POINT (-87.6179313803 41.7923572233),14,15
1,POINT (-87.6179313803 41.7923572233),14,16
2,POINT (-87.6179313803 41.7923572233),14,17
1,POINT (-87.6179313803 41.7923572233),14,19
1,POINT (-87.6179313803 41.7923572233),14,21
1,POINT (-87.6179313803 41.7923572233),14,22
1,POINT (-87.6179313803 41.7923572233),14,23
2,POINT (-87.6179313803 41.7923572233),15,8
2,POINT (-87.6179313803 41.7923572233),15,9
1,POINT (-87.6179313803 41.7923572233),15,11
1,POINT (-87.6179313803 41.7923572233),15,15
2,POINT (-87.6179313803 41.7923572233),15,16
2,POINT (-87.6179313803 41.7923572233),15,17
1,POINT (-87.6179313803 41.7923572233),15,20
1,POINT (-87.6179313803 41.7923572233),16,5
1,POINT (-87.6179313803 41.7923572233),16,6
3,POINT (-87.6179313803 41.7923572233),16,8
4,POINT (-87.6179313803 41.7923572233),16,9
1,POINT (-87.6179313803 41.7923572233),16,10
1,POINT (-87.6179313803 41.7923572233),16,12
1,POINT (-87.6179313803 41.7923572233),16,16
3,POINT (-87.6179313803 41.7923572233),16,17
1,POINT (-87.6179313803 41.7923572233),16,19
1,POINT (-87.6179313803 41.7923572233),17,5
1,POINT (-87.6179313803 41.7923572233),17,13
2,POINT (-87.6179313803 41.7923572233),17,14
1,POINT (-87.6179313803 41.7923572233),17,17
1,POINT (-87.6179313803 41.7923572233),17,20
1,POINT (-87.6186777673 41.8351179863),11,0
2,POINT (-87.6186777673 41.8351179863),11,6
1,POINT (-87.6186777673 41.8351179863),11,7
6,POINT (-87.6186777673 41.8351179863),11,8
6,POINT (-87.6186777673 41.8351179863),11,9
7,POINT (-87.6186777673 41.8351179863),11,10
2,POINT (-87.6186777673 41.8351179863),11,11
3,POINT (-87.6186777673 41.8351179863),11,12
3,POINT (-87.6186777673 41.8351179863),11,13
2,POINT (-87.6186777673 41.8351179863),11,14
4,POINT (-87.6186777673 41.8351179863),11,15
4,POINT (-87.6186777673 41.8351179863),11,16
3,POINT (-87.6186777673 41.8351179863),11,17
4,POINT (-87.6186777673 41.8351179863),11,18
3,POINT (-87.6186777673 41.8351179863),11,19
1,POINT (-87.6186777673 41.8351179863),11,20
1,POINT (-87.6186777673 41.8351179863),11,22
1,POINT (-87.6186777673 41.8351179863),12,0
2,POINT (-87.6186777673 41.8351179863),12,2
2,POINT (-87.6186777673 41.8351179863),12,4
1,POINT (-87.6186777673 41.8351179863),12,5
2,POINT (-87.6186777673 41.8351179863),12,6
2,POINT (-87.6186777673 41.8351179863),12,7
20,POINT (-87.6186777673 41.8351179863),12,8
14,POINT (-87.6186777673 41.8351179863),12,9
14,POINT (-87.6186777673 41.8351179863),12,10
10,POINT (-87.6186777673 41.8351179863),12,11
10,POINT (-87.6186777673 41.8351179863),12,12
3,POINT (-87.6186777673 41.8351179863),12,13
9,POINT (-87.6186777673 41.8351179863),12,14
4,POINT (-87.6186777673 41.8351179863),12,15
4,POINT (-87.6186777673 41.8351179863),12,16
3,POINT (-87.6186777673 41.8351179863),12,17
6,POINT (-87.6186777673 41.8351179863),12,18
2,POINT (-87.6186777673 41.8351179863),12,19
2,POINT (-87.6186777673 41.8351179863),12,20
2,POINT (-87.6186777673 41.8351179863),12,21
1,POINT (-87.6186777673 41.8351179863),12,22
2,POINT (-87.6186777673 41.8351179863),13,0
1,POINT (-87.6186777673 41.8351179863),13,1
1,POINT (-87.6186777673 41.8351179863),13,2
3,POINT (-87.6186777673 41.8351179863),13,6
4,POINT (-87.6186777673 41.8351179863),13,7
15,POINT (-87.6186777673 41.8351179863),13,8
11,POINT (-87.6186777673 41.8351179863),13,9
8,POINT (-87.6186777673 41.8351179863),13,10
10,POINT (-87.6186777673 41.8351179863),13,11
9,POINT (-87.6186777673 41.8351179863),13,12
10,POINT (-87.6186777673 41.8351179863),13,13
10,POINT (-87.6186777673 41.8351179863),13,14
7,POINT (-87.6186777673 41.8351179863),13,15
4,POINT (-87.6186777673 41.8351179863),13,16
3,POINT (-87.6186777673 41.8351179863),13,17
2,POINT (-87.6186777673 41.8351179863),13,18
6,POINT (-87.6186777673 41.8351179863),13,19
4,POINT (-87.6186777673 41.8351179863),13,21
2,POINT (-87.6186777673 41.8351179863),13,22
4,POINT (-87.6186777673 41.8351179863),13,23
2,POINT (-87.6186777673 41.8351179863),14,0
1,POINT (-87.6186777673 41.8351179863),14,1
3,POINT (-87.6186777673 41.8351179863),14,3
5,POINT (-87.6186777673 41.8351179863),14,6
7,POINT (-87.6186777673 41.8351179863),14,7
11,POINT (-87.6186777673 41.8351179863),14,8
12,POINT (-87.6186777673 41.8351179863),14,9
9,POINT (-87.6186777673 41.8351179863),14,10
5,POINT (-87.6186777673 41.8351179863),14,11
6,POINT (-87.6186777673 41.8351179863),14,12
2,POINT (-87.6186777673 41.8351179863),14,13
6,POINT (-87.6186777673 41.8351179863),14,14
9,POINT (-87.6186777673 41.8351179863),14,15
2,POINT (-87.6186777673 41.8351179863),14,16
8,POINT (-87.6186777673 41.8351179863),14,17
2,POINT (-87.6186777673 41.8351179863),14,18
3,POINT (-87.6186777673 41.8351179863),14,19
4,POINT (-87.6186777673 41.8351179863),14,20
1,POINT (-87.6186777673 41.8351179863),14,22
1,POINT (-87.6186777673 41.8351179863),14,23
2,POINT (-87.6186777673 41.8351179863),15,4
1,POINT (-87.6186777673 41.8351179863),15,5
4,POINT (-87.6186777673 41.8351179863),15,6
8,POINT (-87.6186777673 41.8351179863),15,7
11,POINT (-87.6186777673 41.8351179863),15,8
14,POINT (-87.6186777673 41.8351179863),15,9
9,POINT (-87.6186777673 41.8351179863),15,10
13,POINT (-87.6186777673 41.8351179863),15,11
4,POINT (-87.6186777673 41.8351179863),15,12
4,POINT (-87.6186777673 41.8351179863),15,13
7,POINT (-87.6186777673 41.8351179863),15,14
5,POINT (-87.6186777673 41.8351179863),15,15
6,POINT (-87.6186777673 41.8351179863),15,16
3,POINT (-87.6186777673 41.8351179863),15,17
2,POINT (-87.6186777673 41.8351179863),15,18
3,POINT (-87.6186777673 41.8351179863),15,20
3,POINT (-87.6186777673 41.8351179863),15,21
1,POINT (-87.6186777673 41.8351179863),15,22
1,POINT (-87.6186777673 41.8351179863),16,4
6,POINT (-87.6186777673 41.8351179863),16,6
4,POINT (-87.6186777673 41.8351179863),16,7
10,POINT (-87.6186777673 41.8351179863),16,8
10,POINT (-87.6186777673 41.8351179863),16,9
10,POINT (-87.6186777673 41.8351179863),16,10
13,POINT (-87.6186777673 41.8351179863),16,11
10,POINT (-87.6186777673 41.8351179863),16,12
5,POINT (-87.6186777673 41.8351179863),16,13
10,POINT (-87.6186777673 41.8351179863),16,14
7,POINT (-87.6186777673 41.8351179863),16,15
6,POINT (-87.6186777673 41.8351179863),16,16
5,POINT (-87.6186777673 41.8351179863),16,17
3,POINT (-87.6186777673 41.8351179863),16,18
2,POINT (-87.6186777673 41.8351179863),16,19
3,POINT (-87.6186777673 41.8351179863),16,20
3,POINT (-87.6186777673 41.8351179863),16,21
2,POINT (-87.6186777673 41.8351179863),16,22
3,POINT (-87.6186777673 41.8351179863),16,23
1,POINT (-87.6186777673 41.8351179863),17,0
2,POINT (-87.6186777673 41.8351179863),17,2
1,POINT (-87.6186777673 41.8351179863),17,3
1,POINT (-87.6186777673 41.8351179863),17,4
3,POINT (-87.6186777673 41.8351179863),17,5
1,POINT (-87.6186777673 41.8351179863),17,6
5,POINT (-87.6186777673 41.8351179863),17,8
5,POINT (-87.6186777673 41.8351179863),17,9
5,POINT (-87.6186777673 41.8351179863),17,10
8,POINT (-87.6186777673 41.8351179863),17,11
8,POINT (-87.6186777673 41.8351179863),17,12
9,POINT (-87.6186777673 41.8351179863),17,13
4,POINT (-87.6186777673 41.8351179863),17,14
2,POINT (-87.6186777673 41.8351179863),17,15
8,POINT (-87.6186777673 41.8351179863),17,16
4,POINT (-87.6186777673 41.8351179863),17,17
3,POINT (-87.6186777673 41.8351179863),17,18
3,POINT (-87.6186777673 41.8351179863),17,19
5,POINT (-87.6186777673 41.8351179863),17,20
2,POINT (-87.6186777673 41.8351179863),17,21
2,POINT (-87.6186777673 41.8351179863),17,22
1,POINT (-87.6186777673 41.8351179863),17,23
63,POINT (-87.6188683546 41.8909220259),11,0
39,POINT (-87.6188683546 41.8909220259),11,1
15,POINT (-87.6188683546 41.8909220259),11,3
11,POINT (-87.6188683546 41.8909220259),11,4
13,POINT (-87.6188683546 41.8909220259),11,5
15,POINT (-87.6188683546 41.8909220259),11,6
46,POINT (-87.6188683546 41.8909220259),11,7
78,POINT (-87.6188683546 41.8909220259),11,8
88,POINT (-87.6188683546 41.8909220259),11,9
90,POINT (-87.6188683546 41.8909220259),11,10
96,POINT (-87.6188683546 41.8909220259),11,11
77,POINT (-87.6188683546 41.8909220259),11,12
82,POINT (-87.6188683546 41.8909220259),11,13
70,POINT (-87.6188683546 41.8909220259),11,14
69,POINT (-87.6188683546 41.8909220259),11,15
60,POINT (-87.6188683546 41.8909220259),11,16
49,POINT (-87.6188683546 41.8909220259),11,17
110,POINT (-87.6188683546 41.8909220259),11,18
130,POINT (-87.6188683546 41.8909220259),11,19
99,POINT (-87.6188683546 41.8909220259),11,20
62,POINT (-87.6188683546 41.8909220259),11,21
45,POINT (-87.6188683546 41.8909220259),11,22
30,POINT (-87.6188683546 41.8909220259),11,23
9,POINT (-87.6188683546 41.8909220259),12,0
7,POINT (-87.6188683546 41.8909220259),12,1
1,POINT (-87.6188683546 41.8909220259),12,2
7,POINT (-87.6188683546 41.8909220259),12,4
19,POINT (-87.6188683546 41.8909220259),12,5
36,POINT (-87.6188683546 41.8909220259),12,6
108,POINT (-87.6188683546 41.8909220259),12,7
160,POINT (-87.6188683546 41.8909220259),12,8
168,POINT (-87.6188683546 41.8909220259),12,9
141,POINT (-87.6188683546 41.8909220259),12,10
98,POINT (-87.6188683546 41.8909220259),12,11
141,POINT (-87.6188683546 41.8909220259),12,12
106,POINT (-87.6188683546 41.8909220259),12,13
102,POINT (-87.6188683546 41.8909220259),12,14
107,POINT (-87.6188683546 41.8909220259),12,15
85,POINT (-87.6188683546 41.8909220259),12,16
109,POINT (-87.6188683546 41.8909220259),12,17
133,POINT (-87.6188683546 41.8909220259),12,18
126,POINT (-87.6188683546 41.8909220259),12,19
113,POINT (-87.6188683546 41.8909220259),12,20
108,POINT (-87.6188683546 41.8909220259),12,21
54,POINT (-87.6188683546 41.8909220259),12,22
20,POINT (-87.6188683546 41.8909220259),12,23
9,POINT (-87.6188683546 41.8909220259),13,0
1,POINT (-87.6188683546 41.8909220259),13,2
6,POINT (-87.6188683546 41.8909220259),13,4
22,POINT (-87.6188683546 41.8909220259),13,5
29,POINT (-87.6188683546 41.8909220259),13,6
89,POINT (-87.6188683546 41.8909220259),13,7
180,POINT (-87.6188683546 41.8909220259),13,8
162,POINT (-87.6188683546 41.8909220259),13,9
120,POINT (-87.6188683546 41.8909220259),13,10
130,POINT (-87.6188683546 41.8909220259),13,11
141,POINT (-87.6188683546 41.8909220259),13,12
123,POINT (-87.6188683546 41.8909220259),13,13
115,POINT (-87.6188683546 41.8909220259),13,14
118,POINT (-87.6188683546 41.8909220259),13,15
132,POINT (-87.6188683546 41.8909220259),13,16
124,POINT (-87.6188683546 41.8909220259),13,17
141,POINT (-87.6188683546 41.8909220259),13,18
118,POINT (-87.6188683546 41.8909220259),13,19
87,POINT (-87.6188683546 41.8909220259),13,20
93,POINT (-87.6188683546 41.8909220259),13,21
54,POINT (-87.6188683546 41.8909220259),13,22
36,POINT (-87.6188683546 41.8909220259),13,23
10,POINT (-87.6188683546 41.8909220259),14,0
1,POINT (-87.6188683546 41.8909220259),14,1
1,POINT (-87.6188683546 41.8909220259),14,3
8,POINT (-87.6188683546 41.8909220259),14,4
11,POINT (-87.6188683546 41.8909220259),14,5
32,POINT (-87.6188683546 41.8909220259),14,6
78,POINT (-87.6188683546 41.8909220259),14,7
162,POINT (-87.6188683546 41.8909220259),14,8
134,POINT (-87.6188683546 41.8909220259),14,9
146,POINT (-87.6188683546 41.8909220259),14,10
144,POINT (-87.6188683546 41.8909220259),14,11
154,POINT (-87.6188683546 41.8909220259),14,12
143,POINT (-87.6188683546 41.8909220259),14,13
116,POINT (-87.6188683546 41.8909220259),14,14
97,POINT (-87.6188683546 41.8909220259),14,15
116,POINT (-87.6188683546 41.8909220259),14,16
117,POINT (-87.6188683546 41.8909220259),14,17
125,POINT (-87.6188683546 41.8909220259),14,18
160,POINT (-87.6188683546 41.8909220259),14,19
102,POINT (-87.6188683546 41.8909220259),14,20
93,POINT (-87.6188683546 41.8909220259),14,21
53,POINT (-87.6188683546 41.8909220259),14,22
22,POINT (-87.6188683546 41.8909220259),14,23
14,POINT (-87.6188683546 41.8909220259),15,0
1,POINT (-87.6188683546 41.8909220259),15,1
10,POINT (-87.6188683546 41.8909220259),15,5
33,POINT (-87.6188683546 41.8909220259),15,6
60,POINT (-87.6188683546 41.8909220259),15,7
151,POINT (-87.6188683546 41.8909220259),15,8
145,POINT (-87.6188683546 41.8909220259),15,9
91,POINT (-87.6188683546 41.8909220259),15,10
112,POINT (-87.6188683546 41.8909220259),15,11
133,POINT (-87.6188683546 41.8909220259),15,12
146,POINT (-87.6188683546 41.8909220259),15,13
116,POINT (-87.6188683546 41.8909220259),15,14
134,POINT (-87.6188683546 41.8909220259),15,15
130,POINT (-87.6188683546 41.8909220259),15,16
137,POINT (-87.6188683546 41.8909220259),15,17
136,POINT (-87.6188683546 41.8909220259),15,18
172,POINT (-87.6188683546 41.8909220259),15,19
131,POINT (-87.6188683546 41.8909220259),15,20
96,POINT (-87.6188683546 41.8909220259),15,21
72,POINT (-87.6188683546 41.8909220259),15,22
37,POINT (-87.6188683546 41.8909220259),15,23
20,POINT (-87.6188683546 41.8909220259),16,0
5,POINT (-87.6188683546 41.8909220259),16,1
1,POINT (-87.6188683546 41.8909220259),16,2
2,POINT (-87.6188683546 41.8909220259),16,4
10,POINT (-87.6188683546 41.8909220259),16,5
37,POINT (-87.6188683546 41.8909220259),16,6
79,POINT (-87.6188683546 41.8909220259),16,7
119,POINT (-87.6188683546 41.8909220259),16,8
134,POINT (-87.6188683546 41.8909220259),16,9
118,POINT (-87.6188683546 41.8909220259),16,10
145,POINT (-87.6188683546 41.8909220259),16,11
185,POINT (-87.6188683546 41.8909220259),16,12
163,POINT (-87.6188683546 41.8909220259),16,13
124,POINT (-87.6188683546 41.8909220259),16,14
187,POINT (-87.6188683546 41.8909220259),16,15
168,POINT (-87.6188683546 41.8909220259),16,16
191,POINT (-87.6188683546 41.8909220259),16,17
187,POINT (-87.6188683546 41.8909220259),16,18
198,POINT (-87.6188683546 41.8909220259),16,19
173,POINT (-87.6188683546 41.8909220259),16,20
176,POINT (-87.6188683546 41.8909220259),16,21
105,POINT (-87.6188683546 41.8909220259),16,22
82,POINT (-87.6188683546 41.8909220259),16,23
48,POINT (-87.6188683546 41.8909220259),17,0
19,POINT (-87.6188683546 41.8909220259),17,1
17,POINT (-87.6188683546 41.8909220259),17,2
8,POINT (-87.6188683546 41.8909220259),17,3
1,POINT (-87.6188683546 41.8909220259),17,5
12,POINT (-87.6188683546 41.8909220259),17,6
20,POINT (-87.6188683546 41.8909220259),17,7
66,POINT (-87.6188683546 41.8909220259),17,8
85,POINT (-87.6188683546 41.8909220259),17,9
142,POINT (-87.6188683546 41.8909220259),17,10
231,POINT (-87.6188683546 41.8909220259),17,11
188,POINT (-87.6188683546 41.8909220259),17,12
201,POINT (-87.6188683546 41.8909220259),17,13
173,POINT (-87.6188683546 41.8909220259),17,14
192,POINT (-87.6188683546 41.8909220259),17,15
174,POINT (-87.6188683546 41.8909220259),17,16
199,POINT (-87.6188683546 41.8909220259),17,17
242,POINT (-87.6188683546 41.8909220259),17,18
244,POINT (-87.6188683546 41.8909220259),17,19
201,POINT (-87.6188683546 41.8909220259),17,20
173,POINT (-87.6188683546 41.8909220259),17,21
128,POINT (-87.6188683546 41.8909220259),17,22
112,POINT (-87.6188683546 41.8909220259),17,23
15,POINT (-87.6197106717 41.8950334495),11,0
7,POINT (-87.6197106717 41.8950334495),11,1
6,POINT (-87.6197106717 41.8950334495),11,4
2,POINT (-87.6197106717 41.8950334495),11,5
6,POINT (-87.6197106717 41.8950334495),11,6
17,POINT (-87.6197106717 41.8950334495),11,7
41,POINT (-87.6197106717 41.8950334495),11,8
27,POINT (-87.6197106717 41.8950334495),11,9
35,POINT (-87.6197106717 41.8950334495),11,10
31,POINT (-87.6197106717 41.8950334495),11,11
34,POINT (-87.6197106717 41.8950334495),11,12
33,POINT (-87.6197106717 41.8950334495),11,13
24,POINT (-87.6197106717 41.8950334495),11,14
34,POINT (-87.6197106717 41.8950334495),11,15
41,POINT (-87.6197106717 41.8950334495),11,16
35,POINT (-87.6197106717 41.8950334495),11,17
36,POINT (-87.6197106717 41.8950334495),11,18
50,POINT (-87.6197106717 41.8950334495),11,19
32,POINT (-87.6197106717 41.8950334495),11,20
29,POINT (-87.6197106717 41.8950334495),11,21
12,POINT (-87.6197106717 41.8950334495),11,22
9,POINT (-87.6197106717 41.8950334495),11,23
7,POINT (-87.6197106717 41.8950334495),12,0
2,POINT (-87.6197106717 41.8950334495),12,1
17,POINT (-87.6197106717 41.8950334495),12,6
36,POINT (-87.6197106717 41.8950334495),12,7
77,POINT (-87.6197106717 41.8950334495),12,8
130,POINT (-87.6197106717 41.8950334495),12,9
108,POINT (-87.6197106717 41.8950334495),12,10
135,POINT (-87.6197106717 41.8950334495),12,11
118,POINT (-87.6197106717 41.8950334495),12,12
125,POINT (-87.6197106717 41.8950334495),12,13
116,POINT (-87.6197106717 41.8950334495),12,14
118,POINT (-87.6197106717 41.8950334495),12,15
131,POINT (-87.6197106717 41.8950334495),12,16
107,POINT (-87.6197106717 41.8950334495),12,17
84,POINT (-87.6197106717 41.8950334495),12,18
71,POINT (-87.6197106717 41.8950334495),12,19
45,POINT (-87.6197106717 41.8950334495),12,20
34,POINT (-87.6197106717 41.8950334495),12,21
15,POINT (-87.6197106717 41.8950334495),12,22
4,POINT (-87.6197106717 41.8950334495),12,23
3,POINT (-87.6197106717 41.8950334495),13,0
3,POINT (-87.6197106717 41.8950334495),13,1
15,POINT (-87.6197106717 41.8950334495),13,6
43,POINT (-87.6197106717 41.8950334495),13,7
96,POINT (-87.6197106717 41.8950334495),13,8
115,POINT (-87.6197106717 41.8950334495),13,9
127,POINT (-87.6197106717 41.8950334495),13,10
138,POINT (-87.6197106717 41.8950334495),13,11
147,POINT (-87.6197106717 41.8950334495),13,12
150,POINT (-87.6197106717 41.8950334495),13,13
133,POINT (-87.6197106717 41.8950334495),13,14
152,POINT (-87.6197106717 41.8950334495),13,15
138,POINT (-87.6197106717 41.8950334495),13,16
121,POINT (-87.6197106717 41.8950334495),13,17
94,POINT (-87.6197106717 41.8950334495),13,18
82,POINT (-87.6197106717 41.8950334495),13,19
49,POINT (-87.6197106717 41.8950334495),13,20
27,POINT (-87.6197106717 41.8950334495),13,21
9,POINT (-87.6197106717 41.8950334495),13,22
7,POINT (-87.6197106717 41.8950334495),13,23
2,POINT (-87.6197106717 41.8950334495),14,1
5,POINT (-87.6197106717 41.8950334495),14,4
6,POINT (-87.6197106717 41.8950334495),14,5
15,POINT (-87.6197106717 41.8950334495),14,6
55,POINT (-87.6197106717 41.8950334495),14,7
67,POINT (-87.6197106717 41.8950334495),14,8
120,POINT (-87.6197106717 41.8950334495),14,9
142,POINT (-87.6197106717 41.8950334495),14,10
124,POINT (-87.6197106717 41.8950334495),14,11
125,POINT (-87.6197106717 41.8950334495),14,12
139,POINT (-87.6197106717 41.8950334495),14,13
128,POINT (-87.6197106717 41.8950334495),14,14
138,POINT (-87.6197106717 41.8950334495),14,15
124,POINT (-87.6197106717 41.8950334495),14,16
118,POINT (-87.6197106717 41.8950334495),14,17
98,POINT (-87.6197106717 41.8950334495),14,18
61,POINT (-87.6197106717 41.8950334495),14,19
39,POINT (-87.6197106717 41.8950334495),14,20
23,POINT (-87.6197106717 41.8950334495),14,21
15,POINT (-87.6197106717 41.8950334495),14,22
10,POINT (-87.6197106717 41.8950334495),14,23
4,POINT (-87.6197106717 41.8950334495),15,0
2,POINT (-87.6197106717 41.8950334495),15,4
22,POINT (-87.6197106717 41.8950334495),15,6
40,POINT (-87.6197106717 41.8950334495),15,7
76,POINT (-87.6197106717 41.8950334495),15,8
114,POINT (-87.6197106717 41.8950334495),15,9
109,POINT (-87.6197106717 41.8950334495),15,10
143,POINT (-87.6197106717 41.8950334495),15,11
129,POINT (-87.6197106717 41.8950334495),15,12
122,POINT (-87.6197106717 41.8950334495),15,13
126,POINT (-87.6197106717 41.8950334495),15,14
150,POINT (-87.6197106717 41.8950334495),15,15
146,POINT (-87.6197106717 41.8950334495),15,16
106,POINT (-87.6197106717 41.8950334495),15,17
86,POINT (-87.6197106717 41.8950334495),15,18
69,POINT (-87.6197106717 41.8950334495),15,19
58,POINT (-87.6197106717 41.8950334495),15,20
29,POINT (-87.6197106717 41.8950334495),15,21
22,POINT (-87.6197106717 41.8950334495),15,22
14,POINT (-87.6197106717 41.8950334495),15,23
3,POINT (-87.6197106717 41.8950334495),16,0
1,POINT (-87.6197106717 41.8950334495),16,3
6,POINT (-87.6197106717 41.8950334495),16,5
7,POINT (-87.6197106717 41.8950334495),16,6
34,POINT (-87.6197106717 41.8950334495),16,7
74,POINT (-87.6197106717 41.8950334495),16,8
91,POINT (-87.6197106717 41.8950334495),16,9
116,POINT (-87.6197106717 41.8950334495),16,10
149,POINT (-87.6197106717 41.8950334495),16,11
127,POINT (-87.6197106717 41.8950334495),16,12
124,POINT (-87.6197106717 41.8950334495),16,13
130,POINT (-87.6197106717 41.8950334495),16,14
154,POINT (-87.6197106717 41.8950334495),16,15
137,POINT (-87.6197106717 41.8950334495),16,16
118,POINT (-87.6197106717 41.8950334495),16,17
108,POINT (-87.6197106717 41.8950334495),16,18
87,POINT (-87.6197106717 41.8950334495),16,19
46,POINT (-87.6197106717 41.8950334495),16,20
47,POINT (-87.6197106717 41.8950334495),16,21
33,POINT (-87.6197106717 41.8950334495),16,22
26,POINT (-87.6197106717 41.8950334495),16,23
15,POINT (-87.6197106717 41.8950334495),17,0
2,POINT (-87.6197106717 41.8950334495),17,1
2,POINT (-87.6197106717 41.8950334495),17,2
5,POINT (-87.6197106717 41.8950334495),17,3
3,POINT (-87.6197106717 41.8950334495),17,6
15,POINT (-87.6197106717 41.8950334495),17,7
23,POINT (-87.6197106717 41.8950334495),17,8
29,POINT (-87.6197106717 41.8950334495),17,9
35,POINT (-87.6197106717 41.8950334495),17,10
42,POINT (-87.6197106717 41.8950334495),17,11
55,POINT (-87.6197106717 41.8950334495),17,12
53,POINT (-87.6197106717 41.8950334495),17,13
48,POINT (-87.6197106717 41.8950334495),17,14
47,POINT (-87.6197106717 41.8950334495),17,15
49,POINT (-87.6197106717 41.8950334495),17,16
67,POINT (-87.6197106717 41.8950334495),17,17
67,POINT (-87.6197106717 41.8950334495),17,18
64,POINT (-87.6197106717 41.8950334495),17,19
52,POINT (-87.6197106717 41.8950334495),17,20
55,POINT (-87.6197106717 41.8950334495),17,21
32,POINT (-87.6197106717 41.8950334495),17,22
24,POINT (-87.6197106717 41.8950334495),17,23
9,POINT (-87.6203346241 41.8571838585),11,0
8,POINT (-87.6203346241 41.8571838585),11,1
8,POINT (-87.6203346241 41.8571838585),11,3
9,POINT (-87.6203346241 41.8571838585),11,4
3,POINT (-87.6203346241 41.8571838585),11,5
11,POINT (-87.6203346241 41.8571838585),11,6
9,POINT (-87.6203346241 41.8571838585),11,7
10,POINT (-87.6203346241 41.8571838585),11,8
