Count,pickup_location,Day,Hour
1,POINT (-87.5349029012 41.707311449),12,3
1,POINT (-87.5349029012 41.707311449),14,18
1,POINT (-87.5349029012 41.707311449),15,11
1,POINT (-87.5349029012 41.707311449),16,15
1,POINT (-87.5349029012 41.707311449),16,23
1,POINT (-87.5349029012 41.707311449),17,15
1,POINT (-87.5409355129 41.6636706517),13,6
1,POINT (-87.5409355129 41.6636706517),13,13
1,POINT (-87.5409355129 41.6636706517),13,15
1,POINT (-87.5409355129 41.6636706517),15,7
1,POINT (-87.5409355129 41.6636706517),16,16
1,POINT (-87.5409355129 41.6636706517),16,17
1,POINT (-87.551428197 41.7412427285),11,3
1,POINT (-87.551428197 41.7412427285),11,7
1,POINT (-87.551428197 41.7412427285),11,8
6,POINT (-87.551428197 41.7412427285),11,9
1,POINT (-87.551428197 41.7412427285),11,11
1,POINT (-87.551428197 41.7412427285),11,12
1,POINT (-87.551428197 41.7412427285),11,14
1,POINT (-87.551428197 41.7412427285),12,7
4,POINT (-87.551428197 41.7412427285),12,8
1,POINT (-87.551428197 41.7412427285),12,10
1,POINT (-87.551428197 41.7412427285),12,11
1,POINT (-87.551428197 41.7412427285),12,12
2,POINT (-87.551428197 41.7412427285),12,13
1,POINT (-87.551428197 41.7412427285),12,16
3,POINT (-87.551428197 41.7412427285),13,8
1,POINT (-87.551428197 41.7412427285),13,10
1,POINT (-87.551428197 41.7412427285),13,11
1,POINT (-87.551428197 41.7412427285),13,12
1,POINT (-87.551428197 41.7412427285),13,13
1,POINT (-87.551428197 41.7412427285),13,19
1,POINT (-87.551428197 41.7412427285),13,22
1,POINT (-87.551428197 41.7412427285),14,7
1,POINT (-87.551428197 41.7412427285),14,8
2,POINT (-87.551428197 41.7412427285),14,9
1,POINT (-87.551428197 41.7412427285),14,11
1,POINT (-87.551428197 41.7412427285),14,13
1,POINT (-87.551428197 41.7412427285),14,17
4,POINT (-87.551428197 41.7412427285),15,7
3,POINT (-87.551428197 41.7412427285),15,8
1,POINT (-87.551428197 41.7412427285),15,9
2,POINT (-87.551428197 41.7412427285),15,10
1,POINT (-87.551428197 41.7412427285),15,11
1,POINT (-87.551428197 41.7412427285),15,13
1,POINT (-87.551428197 41.7412427285),15,15
1,POINT (-87.551428197 41.7412427285),15,20
2,POINT (-87.551428197 41.7412427285),16,8
1,POINT (-87.551428197 41.7412427285),16,10
2,POINT (-87.551428197 41.7412427285),16,11
1,POINT (-87.551428197 41.7412427285),16,12
1,POINT (-87.551428197 41.7412427285),16,14
1,POINT (-87.551428197 41.7412427285),16,15
1,POINT (-87.551428197 41.7412427285),16,16
1,POINT (-87.551428197 41.7412427285),16,18
1,POINT (-87.551428197 41.7412427285),16,20
3,POINT (-87.551428197 41.7412427285),17,8
1,POINT (-87.5700582686 41.6906333472),11,0
1,POINT (-87.5700582686 41.6906333472),11,1
1,POINT (-87.5700582686 41.6906333472),11,8
2,POINT (-87.5700582686 41.6906333472),11,9
1,POINT (-87.5700582686 41.6906333472),11,10
3,POINT (-87.5700582686 41.6906333472),12,8
1,POINT (-87.5700582686 41.6906333472),12,11
2,POINT (-87.5700582686 41.6906333472),12,12
2,POINT (-87.5700582686 41.6906333472),12,13
1,POINT (-87.5700582686 41.6906333472),12,14
1,POINT (-87.5700582686 41.6906333472),12,15
1,POINT (-87.5700582686 41.6906333472),12,16
1,POINT (-87.5700582686 41.6906333472),13,4
1,POINT (-87.5700582686 41.6906333472),13,8
3,POINT (-87.5700582686 41.6906333472),13,9
1,POINT (-87.5700582686 41.6906333472),13,10
1,POINT (-87.5700582686 41.6906333472),13,11
2,POINT (-87.5700582686 41.6906333472),13,12
1,POINT (-87.5700582686 41.6906333472),13,13
1,POINT (-87.5700582686 41.6906333472),14,2
1,POINT (-87.5700582686 41.6906333472),14,5
1,POINT (-87.5700582686 41.6906333472),14,7
2,POINT (-87.5700582686 41.6906333472),14,8
2,POINT (-87.5700582686 41.6906333472),14,9
1,POINT (-87.5700582686 41.6906333472),14,12
1,POINT (-87.5700582686 41.6906333472),14,14
1,POINT (-87.5700582686 41.6906333472),14,18
1,POINT (-87.5700582686 41.6906333472),14,21
2,POINT (-87.5700582686 41.6906333472),15,8
1,POINT (-87.5700582686 41.6906333472),15,13
1,POINT (-87.5700582686 41.6906333472),15,17
1,POINT (-87.5700582686 41.6906333472),15,21
1,POINT (-87.5700582686 41.6906333472),16,5
1,POINT (-87.5700582686 41.6906333472),16,8
1,POINT (-87.5700582686 41.6906333472),16,11
2,POINT (-87.5700582686 41.6906333472),16,12
1,POINT (-87.5700582686 41.6906333472),17,7
1,POINT (-87.5700582686 41.6906333472),17,8
1,POINT (-87.5700582686 41.6906333472),17,12
1,POINT (-87.5700582686 41.6906333472),17,17
1,POINT (-87.5727171342 41.7296764229),11,12
1,POINT (-87.5727171342 41.7296764229),12,6
1,POINT (-87.5727171342 41.7296764229),12,7
1,POINT (-87.5727171342 41.7296764229),12,8
2,POINT (-87.5727171342 41.7296764229),12,9
1,POINT (-87.5727171342 41.7296764229),12,12
2,POINT (-87.5727171342 41.7296764229),12,13
1,POINT (-87.5727171342 41.7296764229),12,14
2,POINT (-87.5727171342 41.7296764229),12,15
1,POINT (-87.5727171342 41.7296764229),13,6
3,POINT (-87.5727171342 41.7296764229),13,8
1,POINT (-87.5727171342 41.7296764229),13,9
2,POINT (-87.5727171342 41.7296764229),13,10
1,POINT (-87.5727171342 41.7296764229),13,11
1,POINT (-87.5727171342 41.7296764229),14,6
2,POINT (-87.5727171342 41.7296764229),14,8
1,POINT (-87.5727171342 41.7296764229),14,9
1,POINT (-87.5727171342 41.7296764229),14,10
1,POINT (-87.5727171342 41.7296764229),14,12
1,POINT (-87.5727171342 41.7296764229),14,13
1,POINT (-87.5727171342 41.7296764229),14,14
1,POINT (-87.5727171342 41.7296764229),14,15
1,POINT (-87.5727171342 41.7296764229),14,16
2,POINT (-87.5727171342 41.7296764229),15,8
2,POINT (-87.5727171342 41.7296764229),15,11
1,POINT (-87.5727171342 41.7296764229),15,14
1,POINT (-87.5727171342 41.7296764229),15,16
1,POINT (-87.5727171342 41.7296764229),15,18
1,POINT (-87.5727171342 41.7296764229),16,6
2,POINT (-87.5727171342 41.7296764229),16,8
1,POINT (-87.5727171342 41.7296764229),16,11
1,POINT (-87.5727171342 41.7296764229),16,15
1,POINT (-87.5727171342 41.7296764229),16,16
1,POINT (-87.5727171342 41.7296764229),16,19
1,POINT (-87.5727171342 41.7296764229),17,6
1,POINT (-87.5727171342 41.7296764229),17,7
1,POINT (-87.5727171342 41.7296764229),17,21
1,POINT (-87.5727819867 41.7615779081),11,0
1,POINT (-87.5727819867 41.7615779081),11,1
2,POINT (-87.5727819867 41.7615779081),11,7
3,POINT (-87.5727819867 41.7615779081),11,8
5,POINT (-87.5727819867 41.7615779081),11,9
3,POINT (-87.5727819867 41.7615779081),11,10
1,POINT (-87.5727819867 41.7615779081),11,11
1,POINT (-87.5727819867 41.7615779081),11,14
1,POINT (-87.5727819867 41.7615779081),11,16
1,POINT (-87.5727819867 41.7615779081),11,19
1,POINT (-87.5727819867 41.7615779081),11,22
2,POINT (-87.5727819867 41.7615779081),11,23
1,POINT (-87.5727819867 41.7615779081),12,3
1,POINT (-87.5727819867 41.7615779081),12,4
1,POINT (-87.5727819867 41.7615779081),12,7
3,POINT (-87.5727819867 41.7615779081),12,8
1,POINT (-87.5727819867 41.7615779081),12,9
3,POINT (-87.5727819867 41.7615779081),12,10
5,POINT (-87.5727819867 41.7615779081),12,12
4,POINT (-87.5727819867 41.7615779081),12,13
3,POINT (-87.5727819867 41.7615779081),12,14
1,POINT (-87.5727819867 41.7615779081),12,15
4,POINT (-87.5727819867 41.7615779081),12,16
1,POINT (-87.5727819867 41.7615779081),12,17
2,POINT (-87.5727819867 41.7615779081),12,18
1,POINT (-87.5727819867 41.7615779081),13,0
2,POINT (-87.5727819867 41.7615779081),13,5
1,POINT (-87.5727819867 41.7615779081),13,6
2,POINT (-87.5727819867 41.7615779081),13,7
1,POINT (-87.5727819867 41.7615779081),13,8
1,POINT (-87.5727819867 41.7615779081),13,9
1,POINT (-87.5727819867 41.7615779081),13,10
5,POINT (-87.5727819867 41.7615779081),13,11
3,POINT (-87.5727819867 41.7615779081),13,12
2,POINT (-87.5727819867 41.7615779081),13,13
4,POINT (-87.5727819867 41.7615779081),13,14
1,POINT (-87.5727819867 41.7615779081),13,15
1,POINT (-87.5727819867 41.7615779081),13,16
4,POINT (-87.5727819867 41.7615779081),13,17
2,POINT (-87.5727819867 41.7615779081),13,19
1,POINT (-87.5727819867 41.7615779081),13,20
1,POINT (-87.5727819867 41.7615779081),13,23
2,POINT (-87.5727819867 41.7615779081),14,3
2,POINT (-87.5727819867 41.7615779081),14,5
2,POINT (-87.5727819867 41.7615779081),14,6
4,POINT (-87.5727819867 41.7615779081),14,7
3,POINT (-87.5727819867 41.7615779081),14,8
4,POINT (-87.5727819867 41.7615779081),14,9
3,POINT (-87.5727819867 41.7615779081),14,10
7,POINT (-87.5727819867 41.7615779081),14,11
2,POINT (-87.5727819867 41.7615779081),14,12
8,POINT (-87.5727819867 41.7615779081),14,13
2,POINT (-87.5727819867 41.7615779081),14,14
2,POINT (-87.5727819867 41.7615779081),14,15
1,POINT (-87.5727819867 41.7615779081),14,16
1,POINT (-87.5727819867 41.7615779081),14,17
1,POINT (-87.5727819867 41.7615779081),14,18
2,POINT (-87.5727819867 41.7615779081),14,22
2,POINT (-87.5727819867 41.7615779081),15,1
1,POINT (-87.5727819867 41.7615779081),15,5
2,POINT (-87.5727819867 41.7615779081),15,6
1,POINT (-87.5727819867 41.7615779081),15,7
3,POINT (-87.5727819867 41.7615779081),15,8
4,POINT (-87.5727819867 41.7615779081),15,9
2,POINT (-87.5727819867 41.7615779081),15,10
3,POINT (-87.5727819867 41.7615779081),15,11
5,POINT (-87.5727819867 41.7615779081),15,12
3,POINT (-87.5727819867 41.7615779081),15,13
2,POINT (-87.5727819867 41.7615779081),15,14
6,POINT (-87.5727819867 41.7615779081),15,15
1,POINT (-87.5727819867 41.7615779081),15,16
5,POINT (-87.5727819867 41.7615779081),15,17
1,POINT (-87.5727819867 41.7615779081),15,18
1,POINT (-87.5727819867 41.7615779081),16,4
1,POINT (-87.5727819867 41.7615779081),16,5
1,POINT (-87.5727819867 41.7615779081),16,6
1,POINT (-87.5727819867 41.7615779081),16,7
8,POINT (-87.5727819867 41.7615779081),16,8
5,POINT (-87.5727819867 41.7615779081),16,9
4,POINT (-87.5727819867 41.7615779081),16,10
2,POINT (-87.5727819867 41.7615779081),16,11
2,POINT (-87.5727819867 41.7615779081),16,12
3,POINT (-87.5727819867 41.7615779081),16,13
1,POINT (-87.5727819867 41.7615779081),16,15
5,POINT (-87.5727819867 41.7615779081),16,16
1,POINT (-87.5727819867 41.7615779081),16,17
2,POINT (-87.5727819867 41.7615779081),16,22
1,POINT (-87.5727819867 41.7615779081),16,23
1,POINT (-87.5727819867 41.7615779081),17,0
1,POINT (-87.5727819867 41.7615779081),17,5
1,POINT (-87.5727819867 41.7615779081),17,7
2,POINT (-87.5727819867 41.7615779081),17,8
1,POINT (-87.5727819867 41.7615779081),17,9
2,POINT (-87.5727819867 41.7615779081),17,10
2,POINT (-87.5727819867 41.7615779081),17,11
3,POINT (-87.5727819867 41.7615779081),17,12
3,POINT (-87.5727819867 41.7615779081),17,13
4,POINT (-87.5727819867 41.7615779081),17,14
1,POINT (-87.5727819867 41.7615779081),17,17
1,POINT (-87.5727819867 41.7615779081),17,18
2,POINT (-87.5727819867 41.7615779081),17,19
1,POINT (-87.5727819867 41.7615779081),17,22
3,POINT (-87.5823657023 41.7971534246),13,9
2,POINT (-87.5823657023 41.7971534246),14,9
2,POINT (-87.5823657023 41.7971534246),16,9
3,POINT (-87.5831437169 41.7905062613),11,12
3,POINT (-87.5831437169 41.7905062613),11,13
6,POINT (-87.5831437169 41.7905062613),11,14
9,POINT (-87.5831437169 41.7905062613),11,15
9,POINT (-87.5831437169 41.7905062613),11,16
3,POINT (-87.5831437169 41.7905062613),12,13
8,POINT (-87.5831437169 41.7905062613),12,14
8,POINT (-87.5831437169 41.7905062613),12,15
11,POINT (-87.5831437169 41.7905062613),12,16
3,POINT (-87.5831437169 41.7905062613),12,17
2,POINT (-87.5831437169 41.7905062613),13,13
12,POINT (-87.5831437169 41.7905062613),13,14
9,POINT (-87.5831437169 41.7905062613),13,15
12,POINT (-87.5831437169 41.7905062613),13,16
3,POINT (-87.5831437169 41.7905062613),14,11
3,POINT (-87.5831437169 41.7905062613),14,12
11,POINT (-87.5831437169 41.7905062613),14,13
7,POINT (-87.5831437169 41.7905062613),14,14
10,POINT (-87.5831437169 41.7905062613),14,15
12,POINT (-87.5831437169 41.7905062613),14,16
2,POINT (-87.5831437169 41.7905062613),14,17
7,POINT (-87.5831437169 41.7905062613),15,13
5,POINT (-87.5831437169 41.7905062613),15,14
12,POINT (-87.5831437169 41.7905062613),15,15
16,POINT (-87.5831437169 41.7905062613),15,16
2,POINT (-87.5831437169 41.7905062613),16,10
7,POINT (-87.5831437169 41.7905062613),16,12
9,POINT (-87.5831437169 41.7905062613),16,13
13,POINT (-87.5831437169 41.7905062613),16,14
21,POINT (-87.5831437169 41.7905062613),16,15
24,POINT (-87.5831437169 41.7905062613),16,16
8,POINT (-87.5831437169 41.7905062613),16,17
1,POINT (-87.5831437169 41.7905062613),17,10
4,POINT (-87.5831437169 41.7905062613),17,12
3,POINT (-87.5831437169 41.7905062613),17,13
5,POINT (-87.5831437169 41.7905062613),17,14
13,POINT (-87.5831437169 41.7905062613),17,15
20,POINT (-87.5831437169 41.7905062613),17,16
2,POINT (-87.5853031602 41.8012268363),12,12
2,POINT (-87.5853031602 41.8012268363),13,7
1,POINT (-87.5863483178 41.7441995348),11,3
1,POINT (-87.5863483178 41.7441995348),11,15
1,POINT (-87.5863483178 41.7441995348),11,22
1,POINT (-87.5863483178 41.7441995348),12,7
1,POINT (-87.5863483178 41.7441995348),12,8
1,POINT (-87.5863483178 41.7441995348),12,9
1,POINT (-87.5863483178 41.7441995348),12,10
1,POINT (-87.5863483178 41.7441995348),12,12
1,POINT (-87.5863483178 41.7441995348),12,14
1,POINT (-87.5863483178 41.7441995348),12,15
1,POINT (-87.5863483178 41.7441995348),12,18
1,POINT (-87.5863483178 41.7441995348),13,5
1,POINT (-87.5863483178 41.7441995348),13,8
1,POINT (-87.5863483178 41.7441995348),13,9
1,POINT (-87.5863483178 41.7441995348),13,10
2,POINT (-87.5863483178 41.7441995348),13,14
1,POINT (-87.5863483178 41.7441995348),13,19
2,POINT (-87.5863483178 41.7441995348),14,8
1,POINT (-87.5863483178 41.7441995348),14,9
1,POINT (-87.5863483178 41.7441995348),14,10
1,POINT (-87.5863483178 41.7441995348),14,11
1,POINT (-87.5863483178 41.7441995348),14,15
1,POINT (-87.5863483178 41.7441995348),14,17
1,POINT (-87.5863483178 41.7441995348),14,19
1,POINT (-87.5863483178 41.7441995348),15,6
1,POINT (-87.5863483178 41.7441995348),15,8
1,POINT (-87.5863483178 41.7441995348),15,9
1,POINT (-87.5863483178 41.7441995348),15,12
1,POINT (-87.5863483178 41.7441995348),15,15
1,POINT (-87.5863483178 41.7441995348),15,18
1,POINT (-87.5863483178 41.7441995348),16,6
1,POINT (-87.5863483178 41.7441995348),16,8
1,POINT (-87.5863483178 41.7441995348),16,9
2,POINT (-87.5863483178 41.7441995348),16,10
1,POINT (-87.5863483178 41.7441995348),16,11
1,POINT (-87.5863483178 41.7441995348),16,14
1,POINT (-87.5863483178 41.7441995348),16,15
1,POINT (-87.5863483178 41.7441995348),16,18
1,POINT (-87.5863483178 41.7441995348),16,19
1,POINT (-87.5863483178 41.7441995348),16,20
1,POINT (-87.5863483178 41.7441995348),16,23
1,POINT (-87.5863483178 41.7441995348),17,5
1,POINT (-87.5863483178 41.7441995348),17,9
1,POINT (-87.5863483178 41.7441995348),17,14
1,POINT (-87.5863483178 41.7441995348),17,16
1,POINT (-87.5874792581 41.8059116993),11,9
4,POINT (-87.5874792581 41.8059116993),13,8
1,POINT (-87.5874792581 41.8059116993),13,9
2,POINT (-87.5874792581 41.8059116993),13,15
1,POINT (-87.5874792581 41.8059116993),13,17
3,POINT (-87.5874792581 41.8059116993),14,6
5,POINT (-87.5874792581 41.8059116993),14,8
3,POINT (-87.5874792581 41.8059116993),14,9
3,POINT (-87.5874792581 41.8059116993),15,8
2,POINT (-87.5874792581 41.8059116993),15,9
4,POINT (-87.5874792581 41.8059116993),15,10
2,POINT (-87.5874792581 41.8059116993),16,9
3,POINT (-87.5874792581 41.8059116993),17,9
1,POINT (-87.5874792581 41.8059116993),17,13
1,POINT (-87.5896070309 41.7979652088),15,10
3,POINT (-87.5896070309 41.7979652088),15,12
1,POINT (-87.592310855 41.794090253),11,0
2,POINT (-87.592310855 41.794090253),11,1
3,POINT (-87.592310855 41.794090253),11,3
1,POINT (-87.592310855 41.794090253),11,4
1,POINT (-87.592310855 41.794090253),11,5
2,POINT (-87.592310855 41.794090253),11,6
9,POINT (-87.592310855 41.794090253),11,7
3,POINT (-87.592310855 41.794090253),11,8
6,POINT (-87.592310855 41.794090253),11,9
9,POINT (-87.592310855 41.794090253),11,10
5,POINT (-87.592310855 41.794090253),11,11
5,POINT (-87.592310855 41.794090253),11,12
4,POINT (-87.592310855 41.794090253),11,13
4,POINT (-87.592310855 41.794090253),11,14
4,POINT (-87.592310855 41.794090253),11,15
8,POINT (-87.592310855 41.794090253),11,16
11,POINT (-87.592310855 41.794090253),11,17
4,POINT (-87.592310855 41.794090253),11,18
7,POINT (-87.592310855 41.794090253),11,19
1,POINT (-87.592310855 41.794090253),11,21
1,POINT (-87.592310855 41.794090253),11,22
1,POINT (-87.592310855 41.794090253),11,23
3,POINT (-87.592310855 41.794090253),12,0
2,POINT (-87.592310855 41.794090253),12,5
4,POINT (-87.592310855 41.794090253),12,6
6,POINT (-87.592310855 41.794090253),12,7
7,POINT (-87.592310855 41.794090253),12,8
15,POINT (-87.592310855 41.794090253),12,9
13,POINT (-87.592310855 41.794090253),12,10
10,POINT (-87.592310855 41.794090253),12,11
6,POINT (-87.592310855 41.794090253),12,12
20,POINT (-87.592310855 41.794090253),12,13
11,POINT (-87.592310855 41.794090253),12,14
15,POINT (-87.592310855 41.794090253),12,15
19,POINT (-87.592310855 41.794090253),12,16
10,POINT (-87.592310855 41.794090253),12,17
2,POINT (-87.592310855 41.794090253),12,18
10,POINT (-87.592310855 41.794090253),12,19
3,POINT (-87.592310855 41.794090253),12,20
3,POINT (-87.592310855 41.794090253),12,22
1,POINT (-87.592310855 41.794090253),12,23
1,POINT (-87.592310855 41.794090253),13,0
1,POINT (-87.592310855 41.794090253),13,1
2,POINT (-87.592310855 41.794090253),13,4
2,POINT (-87.592310855 41.794090253),13,5
3,POINT (-87.592310855 41.794090253),13,6
4,POINT (-87.592310855 41.794090253),13,7
12,POINT (-87.592310855 41.794090253),13,8
11,POINT (-87.592310855 41.794090253),13,9
11,POINT (-87.592310855 41.794090253),13,10
12,POINT (-87.592310855 41.794090253),13,11
21,POINT (-87.592310855 41.794090253),13,12
20,POINT (-87.592310855 41.794090253),13,13
10,POINT (-87.592310855 41.794090253),13,14
13,POINT (-87.592310855 41.794090253),13,15
18,POINT (-87.592310855 41.794090253),13,16
14,POINT (-87.592310855 41.794090253),13,17
9,POINT (-87.592310855 41.794090253),13,18
7,POINT (-87.592310855 41.794090253),13,19
1,POINT (-87.592310855 41.794090253),13,20
4,POINT (-87.592310855 41.794090253),13,21
2,POINT (-87.592310855 41.794090253),13,22
1,POINT (-87.592310855 41.794090253),13,23
1,POINT (-87.592310855 41.794090253),14,1
2,POINT (-87.592310855 41.794090253),14,3
1,POINT (-87.592310855 41.794090253),14,4
2,POINT (-87.592310855 41.794090253),14,5
3,POINT (-87.592310855 41.794090253),14,6
7,POINT (-87.592310855 41.794090253),14,7
9,POINT (-87.592310855 41.794090253),14,8
16,POINT (-87.592310855 41.794090253),14,9
16,POINT (-87.592310855 41.794090253),14,10
16,POINT (-87.592310855 41.794090253),14,11
11,POINT (-87.592310855 41.794090253),14,12
12,POINT (-87.592310855 41.794090253),14,13
13,POINT (-87.592310855 41.794090253),14,14
16,POINT (-87.592310855 41.794090253),14,15
16,POINT (-87.592310855 41.794090253),14,16
10,POINT (-87.592310855 41.794090253),14,17
5,POINT (-87.592310855 41.794090253),14,18
3,POINT (-87.592310855 41.794090253),14,19
1,POINT (-87.592310855 41.794090253),14,20
1,POINT (-87.592310855 41.794090253),14,21
1,POINT (-87.592310855 41.794090253),14,22
1,POINT (-87.592310855 41.794090253),14,23
1,POINT (-87.592310855 41.794090253),15,1
1,POINT (-87.592310855 41.794090253),15,3
3,POINT (-87.592310855 41.794090253),15,5
6,POINT (-87.592310855 41.794090253),15,6
9,POINT (-87.592310855 41.794090253),15,7
10,POINT (-87.592310855 41.794090253),15,8
12,POINT (-87.592310855 41.794090253),15,9
20,POINT (-87.592310855 41.794090253),15,10
12,POINT (-87.592310855 41.794090253),15,11
18,POINT (-87.592310855 41.794090253),15,12
13,POINT (-87.592310855 41.794090253),15,13
10,POINT (-87.592310855 41.794090253),15,14
15,POINT (-87.592310855 41.794090253),15,15
17,POINT (-87.592310855 41.794090253),15,16
6,POINT (-87.592310855 41.794090253),15,17
5,POINT (-87.592310855 41.794090253),15,18
6,POINT (-87.592310855 41.794090253),15,19
2,POINT (-87.592310855 41.794090253),15,20
5,POINT (-87.592310855 41.794090253),15,21
4,POINT (-87.592310855 41.794090253),15,22
2,POINT (-87.592310855 41.794090253),16,0
1,POINT (-87.592310855 41.794090253),16,2
1,POINT (-87.592310855 41.794090253),16,3
1,POINT (-87.592310855 41.794090253),16,4
1,POINT (-87.592310855 41.794090253),16,5
6,POINT (-87.592310855 41.794090253),16,6
3,POINT (-87.592310855 41.794090253),16,7
7,POINT (-87.592310855 41.794090253),16,8
13,POINT (-87.592310855 41.794090253),16,9
17,POINT (-87.592310855 41.794090253),16,10
18,POINT (-87.592310855 41.794090253),16,11
11,POINT (-87.592310855 41.794090253),16,12
13,POINT (-87.592310855 41.794090253),16,13
7,POINT (-87.592310855 41.794090253),16,14
14,POINT (-87.592310855 41.794090253),16,15
19,POINT (-87.592310855 41.794090253),16,16
10,POINT (-87.592310855 41.794090253),16,17
8,POINT (-87.592310855 41.794090253),16,18
6,POINT (-87.592310855 41.794090253),16,19
4,POINT (-87.592310855 41.794090253),16,20
2,POINT (-87.592310855 41.794090253),16,21
4,POINT (-87.592310855 41.794090253),16,22
2,POINT (-87.592310855 41.794090253),16,23
2,POINT (-87.592310855 41.794090253),17,0
1,POINT (-87.592310855 41.794090253),17,2
3,POINT (-87.592310855 41.794090253),17,4
4,POINT (-87.592310855 41.794090253),17,5
4,POINT (-87.592310855 41.794090253),17,6
3,POINT (-87.592310855 41.794090253),17,7
7,POINT (-87.592310855 41.794090253),17,8
7,POINT (-87.592310855 41.794090253),17,9
13,POINT (-87.592310855 41.794090253),17,10
5,POINT (-87.592310855 41.794090253),17,11
8,POINT (-87.592310855 41.794090253),17,12
6,POINT (-87.592310855 41.794090253),17,13
9,POINT (-87.592310855 41.794090253),17,14
11,POINT (-87.592310855 41.794090253),17,15
12,POINT (-87.592310855 41.794090253),17,16
8,POINT (-87.592310855 41.794090253),17,17
4,POINT (-87.592310855 41.794090253),17,18
5,POINT (-87.592310855 41.794090253),17,19
3,POINT (-87.592310855 41.794090253),17,20
2,POINT (-87.592310855 41.794090253),17,21
2,POINT (-87.592310855 41.794090253),17,22
1,POINT (-87.5949254391 41.7788768603),11,0
2,POINT (-87.5949254391 41.7788768603),11,6
3,POINT (-87.5949254391 41.7788768603),11,8
6,POINT (-87.5949254391 41.7788768603),11,9
1,POINT (-87.5949254391 41.7788768603),11,10
4,POINT (-87.5949254391 41.7788768603),11,11
1,POINT (-87.5949254391 41.7788768603),11,12
2,POINT (-87.5949254391 41.7788768603),11,13
1,POINT (-87.5949254391 41.7788768603),11,14
4,POINT (-87.5949254391 41.7788768603),11,15
1,POINT (-87.5949254391 41.7788768603),11,16
2,POINT (-87.5949254391 41.7788768603),11,19
2,POINT (-87.5949254391 41.7788768603),11,22
1,POINT (-87.5949254391 41.7788768603),12,1
2,POINT (-87.5949254391 41.7788768603),12,6
3,POINT (-87.5949254391 41.7788768603),12,7
6,POINT (-87.5949254391 41.7788768603),12,8
1,POINT (-87.5949254391 41.7788768603),12,9
1,POINT (-87.5949254391 41.7788768603),12,10
2,POINT (-87.5949254391 41.7788768603),12,11
2,POINT (-87.5949254391 41.7788768603),12,12
1,POINT (-87.5949254391 41.7788768603),12,13
4,POINT (-87.5949254391 41.7788768603),12,14
2,POINT (-87.5949254391 41.7788768603),12,15
1,POINT (-87.5949254391 41.7788768603),12,16
3,POINT (-87.5949254391 41.7788768603),12,17
1,POINT (-87.5949254391 41.7788768603),12,19
1,POINT (-87.5949254391 41.7788768603),12,20
1,POINT (-87.5949254391 41.7788768603),12,22
1,POINT (-87.5949254391 41.7788768603),12,23
1,POINT (-87.5949254391 41.7788768603),13,3
1,POINT (-87.5949254391 41.7788768603),13,5
2,POINT (-87.5949254391 41.7788768603),13,7
3,POINT (-87.5949254391 41.7788768603),13,8
3,POINT (-87.5949254391 41.7788768603),13,9
1,POINT (-87.5949254391 41.7788768603),13,10
4,POINT (-87.5949254391 41.7788768603),13,11
1,POINT (-87.5949254391 41.7788768603),13,12
2,POINT (-87.5949254391 41.7788768603),13,13
1,POINT (-87.5949254391 41.7788768603),13,14
1,POINT (-87.5949254391 41.7788768603),13,16
2,POINT (-87.5949254391 41.7788768603),13,17
2,POINT (-87.5949254391 41.7788768603),13,18
1,POINT (-87.5949254391 41.7788768603),13,19
1,POINT (-87.5949254391 41.7788768603),14,0
1,POINT (-87.5949254391 41.7788768603),14,5
1,POINT (-87.5949254391 41.7788768603),14,7
6,POINT (-87.5949254391 41.7788768603),14,8
4,POINT (-87.5949254391 41.7788768603),14,9
1,POINT (-87.5949254391 41.7788768603),14,10
2,POINT (-87.5949254391 41.7788768603),14,11
1,POINT (-87.5949254391 41.7788768603),14,12
2,POINT (-87.5949254391 41.7788768603),14,13
2,POINT (-87.5949254391 41.7788768603),14,15
1,POINT (-87.5949254391 41.7788768603),14,16
3,POINT (-87.5949254391 41.7788768603),14,17
1,POINT (-87.5949254391 41.7788768603),14,19
2,POINT (-87.5949254391 41.7788768603),15,3
1,POINT (-87.5949254391 41.7788768603),15,5
1,POINT (-87.5949254391 41.7788768603),15,6
5,POINT (-87.5949254391 41.7788768603),15,7
3,POINT (-87.5949254391 41.7788768603),15,8
3,POINT (-87.5949254391 41.7788768603),15,9
1,POINT (-87.5949254391 41.7788768603),15,10
1,POINT (-87.5949254391 41.7788768603),15,11
2,POINT (-87.5949254391 41.7788768603),15,12
1,POINT (-87.5949254391 41.7788768603),15,13
2,POINT (-87.5949254391 41.7788768603),15,14
3,POINT (-87.5949254391 41.7788768603),15,15
2,POINT (-87.5949254391 41.7788768603),15,16
2,POINT (-87.5949254391 41.7788768603),15,17
1,POINT (-87.5949254391 41.7788768603),16,1
2,POINT (-87.5949254391 41.7788768603),16,7
5,POINT (-87.5949254391 41.7788768603),16,8
4,POINT (-87.5949254391 41.7788768603),16,9
5,POINT (-87.5949254391 41.7788768603),16,10
5,POINT (-87.5949254391 41.7788768603),16,11
6,POINT (-87.5949254391 41.7788768603),16,12
1,POINT (-87.5949254391 41.7788768603),16,13
3,POINT (-87.5949254391 41.7788768603),16,14
1,POINT (-87.5949254391 41.7788768603),16,16
1,POINT (-87.5949254391 41.7788768603),16,19
1,POINT (-87.5949254391 41.7788768603),17,7
1,POINT (-87.5949254391 41.7788768603),17,8
